iteration,parallelism_type,start_ts,end_ts,duration_ns,kernel_name,collective_name,in_msg_nelems,group_desc,group_ranks,bytes
15,DP,6927330000000000.0,6927325924906824.0,110682374,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927325927392795.0,6927326039762456.0,112369661,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927326050709568.0,6927326161546501.0,110836933,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927326174682113.0,6927326288994069.0,114311956,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927326298112678.0,6927326408843275.0,110730597,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927326421692041.0,6927326532782221.0,111090180,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927326542423451.0,6927326647801212.0,105377761,ncclDevKernel_ReduceScatter_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),_reduce_scatter_base,54534144.0,mesh_dp_shard,"[0, 4]",218136576
15,DP,6927326658137511.0,6927326658910147.0,772636,ncclDevKernel_AllReduce_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),allreduce,1.0,mesh_dp_shard,"[0, 4]",4
15,PP,6927326767514132.0,6927326767523476.0,9344,ncclDevKernel_AllReduce_Sum_f32_RING_LL(ncclDevKernelArgsStorage<4096ul>),allreduce,1.0,mesh_pp,"[0, 8]",4
16,DP,6927326783328738.0,6927326915844312.0,132515574,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,65667072.0,mesh_dp_shard,"[0, 4]",262668288
16,DP,6927326915846168.0,6927326973248688.0,57402520,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
16,DP,6927330000000000.0,6927327035608495.0,62358015,ncclDevKernel_AllGather_RING_LL(ncclDevKernelArgsStorage<4096ul>),_allgather_base,27267072.0,mesh_dp_shard,"[0, 4]",109068288
