rank	iteration	window_type	wind_start_ts	wind_end_ts	wind_duration_ns	kernel_before_bytes	kernel_after_bytes
15	17	dp-pp	6927348377265019	6927348543703377	166438358	4	4
15	18	pp-dp	6927353381583404	6927353382253834	670430	33554432	131338240
15	18	dp-pp	6927354630278872	6927355995910108	1365631236	54534144	33554432
15	18	pp-dp	6927356009057271	6927357997500003	1988442732	33554432	525352960
15	18	dp-pp	6927360608332257	6927360608335553	3296	218136576	33554432
15	18	pp-dp	6927360615771721	6927360619199165	3427444	33554432	4
15	18	dp-pp	6927360619795931	6927360771259710	151463779	4	4
15	19	pp-dp	6927365580913689	6927365581583064	669375	33554432	131338240
15	19	dp-pp	6927366850965695	6927368212718614	1361752919	54534144	33554432
15	19	pp-dp	6927368226440881	6927370217622293	1991181412	33554432	525352960
15	19	dp-pp	6927372787653210	6927372787656922	3712	218136576	33554432
15	19	pp-dp	6927372795146853	6927372798580059	3433206	33554432	4
15	19	dp-pp	6927372798648475	6927372962210576	163562101	4	4
15	19	pp-dp	6927376233417150	6927376247796982	14379832	4	4
