iteration	parallelism_type	circuit_start_ts	circuit_end_ts	circuit_duration_ns	circuit_ranks	group_first_kernel_bytes	group_last_kernel_bytes
15	PP	6927315954103659	6927315964654837	10551178	[0, 4, 8, 12]	33554432	33554432
15	DP	6927315969339595	6927317261924768	1292585173	[8, 12]	131338240	54534144
15	PP	6927318566889993	6927318583447910	16557917	[0, 4, 8, 12]	33554432	33554432
15	DP	6927320574495542	6927323239544443	2665048901	[8, 12]	525352960	218136576
15	PP	6927323237604089	6927323248607329	11003240	[0, 4, 8, 12]	33554432	33554432
15	DP	6927323250617833	6927323250627561	9728	[8, 12]	4	4
15	DP	6927324560213725	6927326647802940	2087589215	[0, 4]	525336576	218136576
15	DP	6927326658828003	6927326658910147	82144	[0, 4]	4	4
15	PP	6927326767514132	6927326767523476	9344	[0, 4, 8, 12]	4	4
16	DP	6927326783328738	6927328191587423	1408258685	[0, 4]	131334144	54534144
16	PP	6927328299040040	6927328309937965	10897925	[0, 4, 8, 12]	33554432	33554432
16	DP	6927328313968897	6927329626060203	1312091306	[8, 12]	131338240	54534144
16	PP	6927330928426724	6927330946639269	18212545	[0, 4, 8, 12]	33554432	33554432
16	DP	6927332935800781	6927335953572859	3017772078	[8, 12]	525352960	218136576
16	PP	6927335950792623	6927335960635588	9842965	[0, 4, 8, 12]	33554432	33554432
16	DP	6927335962123117	6927335962132941	9824	[8, 12]	4	4
16	DP	6927337186492155	6927339205407309	2018915154	[0, 4]	525336576	218136576
16	DP	6927339216659218	6927339216739859	80641	[0, 4]	4	4
16	PP	6927339335410309	6927339335419749	9440	[0, 4, 8, 12]	4	4
17	DP	6927339351058779	6927340742215094	1391156315	[0, 4]	131334144	54534144
17	PP	6927340886501952	6927340897728033	11226081	[0, 4, 8, 12]	33554432	33554432
17	DP	6927340900561871	6927342201181267	1300619396	[8, 12]	131338240	54534144
17	PP	6927343502379069	6927343520600010	18220941	[0, 4, 8, 12]	33554432	33554432
17	DP	6927345511908858	6927348533185102	3021276244	[8, 12]	525352960	218136576
17	PP	6927348530976449	6927348541361156	10384707	[0, 4, 8, 12]	33554432	33554432
17	DP	6927348543548003	6927348543557859	9856	[8, 12]	4	4
17	DP	6927349765036694	6927351778549460	2013512766	[0, 4]	525336576	218136576
17	DP	6927351790695509	6927351790714645	19136	[0, 4]	4	4
17	PP	6927351839679025	6927351839688625	9600	[0, 4, 8, 12]	4	4
18	DP	6927351855238290	6927353269336516	1414098226	[0, 4]	131334144	54534144
18	PP	6927353368360594	6927353377977600	9617006	[0, 4, 8, 12]	33554432	33554432
18	DP	6927353383021853	6927354690484386	1307462533	[8, 12]	131338240	54534144
18	PP	6927355993737059	6927356012844318	19107259	[0, 4, 8, 12]	33554432	33554432
18	DP	6927358004238449	6927360582189219	2577950770	[8, 12]	525352960	218136576
18	PP	6927360579357002	6927360592484356	13127354	[0, 4, 8, 12]	33554432	33554432
18	DP	6927360594604276	6927360594665620	61344	[8, 12]	4	4
18	DP	6927361997489898	6927364034795853	2037305955	[0, 4]	525336576	218136576
18	DP	6927364045633974	6927364045717429	83455	[0, 4]	4	4
18	PP	6927364070408886	6927364070418294	9408	[0, 4, 8, 12]	4	4
19	DP	6927364085967398	6927365522241907	1436274509	[0, 4]	131334144	54534144
19	PP	6927365568154039	6927365578930879	10776840	[0, 4, 8, 12]	33554432	33554432
19	DP	6927365584664400	6927366912030230	1327365830	[8, 12]	131338240	54534144
19	PP	6927368211991454	6927368230506137	18514683	[0, 4, 8, 12]	33554432	33554432
19	DP	6927370223014760	6927372945483650	2722468890	[8, 12]	525352960	218136576
19	PP	6927372942365211	6927372953804769	11439558	[0, 4, 8, 12]	33554432	33554432
19	DP	6927372956220728	6927372956230552	9824	[8, 12]	4	4
19	DP	6927374180146054	6927376222936202	2042790148	[0, 4]	525336576	218136576
19	DP	6927376233178389	6927376233208629	30240	[0, 4]	4	4
19	PP	6927376234003377	6927376234032208	28831	[0, 4, 8, 12]	4	4
19	DP	6927376248522012	6927376248570938	48926	[8, 12]	4	4
19	DP	6927376249202978	6927376249218626	15648	[0, 4]	4	4
19	DP	6927376250055710	6927376250087262	31552	[0, 4]	4	4
19	DP	6927376250379167	6927376250423762	44595	[8, 12]	4	4
